HoleSection,M_Depth,RateofPenetration,WeightonBit,Rotation,Torque,StandpipePressure,FlowIn,FlowOut,PumpStroke,MudWeight,FunnelViscosity,PlasticViscosity,YieldPoint,Gel_Strength10sec,Gel_Strength10min,Solid,LossesSeverity
17.5,917,18.181818181818183,20.6,119.0,3.9,1437.0,850.0,42.1,149.0,72.0,36,6,15,7,8,8,No-Loss
8.5,2682,3.894,8.2544,160.21,0.0,2878.25,570.6072,56.1,127.86,76.0,37,12,14,4,5,14,No-Loss
17.5,1200,3.372,23.025199999999998,139.77,3.63,1815.3999999999999,840.0606000000001,86.46,144.38,78.0,39,11,20,12,15,14,No-Loss
8.5,2679,6.3,12.2606,264.11,3.8998,2572.3,512.4898,50.58,104.55,78.0,36,13,14,3,5,13,No-Loss
6.125,3440,6.976744186046512,4.3,208.0,4.0,2059.0,223.0,37.92,48.0,76.0,44,14,24,4,6,13,No-Loss
17.5,1084,4.134,20.6338,146.59,3.63,1421.0,916.6699000000001,57.13,165.82,80.0,46,13,14,5,9,17,No-Loss
6.125,4046,4.41,2.3,203.0,3.742,2645.0,202.0,45.21,44.0,73.0,46,17,11,4,5,22,No-Loss
6.125,2974,4.728,4.3604,176.04,2.6,2872.45,237.75300000000001,58.5,52.21,78.0,40,15,14,4,5,15,No-Loss
8.5,2615,11.916,17.2106,266.44,4.033,2582.45,523.0566,50.15,107.27,78.0,36,13,14,3,5,13,No-Loss
12.25,3044,4.4639999999999995,13.915000000000001,230.42999999999998,6.01,2823.1499999999996,631.3663,55.78,121.91,81.0,41,13,17,4,6,17,No-Loss
8.5,2127,6.654,11.4136,274.2,3.848,2205.4500000000003,552.1153,59.98,111.59,76.0,36,13,12,3,5,11,No-Loss
17.5,648,11.196,19.139472,207.93220000000002,2.4,1460.15,800.4351,51.61,145.58,75.0,40,7,21,12,15,11,No-Loss
8.5,1929,7.793999999999999,18.121128,102.4,4.32,1658.8,634.008,85.6,129.85,75.0,41,9,11,2,3,11,No-Loss
8.5,1598,10.36,0.8,82.0,4.014,1783.0,701.0,70.61,135.0,79.0,43,12,11,3,4,15,No-Loss
17.5,915,6.880000000000001,44.8,150.0,4.421,1992.0,905.0,85.77,155.0,82.0,53,14,21,8,10,19,No-Loss
8.5,2199,9.090909090909092,8.4,193.0,3.3,2297.0,539.0,50.94,107.0,76.0,40,12,15,3,4,12,No-Loss
17.5,1030,6.822,39.688,163.97,4.58,1679.1,811.0019,87.26,125.81,75.0,42,5,24,11,20,10,No-Loss
12.25,1504,2.41,23.7,141.0,2.913,2815.0,683.0,58.54,131.0,118.0,44,30,16,4,5,33,No-Loss
12.25,3261,5.946,16.2294,223.98000000000002,5.63,2653.5,567.9655,56.49,110.15,82.0,42,16,19,4,6,18,No-Loss
8.5,1931,4.398000000000001,6.02464,84.53,5.29312,1306.45,557.3987,81.94,112.46,77.0,42,11,10,2,3,13,No-Loss
8.5,2748,4.06,17.4,128.0,3.022,2804.0,572.0,57.73,110.0,81.0,46,15,16,4,5,17,No-Loss
17.5,560,19.43,33.9,155.0,2.29,3008.0,952.0,44.58,182.0,75.0,40,8,13,4,7,13,No-Loss
17.5,427,37.5,12.2,94.0,3.2,1518.0,826.0,40.91,141.0,72.0,36,8,10,3,2,8,No-Loss
8.5,2698,28.782,8.74472,226.54,3.79,1779.1499999999999,483.4311000000001,50.71,93.5,78.0,39,10,10,2,3,14,No-Loss
26.0,92,7.8839999999999995,10.6524,87.0,2.93,464.0,612.8744,58.49,109.27,69.0,50,16,20,7,9,6,No-Loss
6.125,2863,4.956,7.2138,207.09,2.39,2030.0,216.6194,41.54,50.0,76.0,45,15,16,4,5,13,No-Loss
12.25,2686,17.814,5.7684,224.41,5.53,2238.7999999999997,604.9493,51.98,115.03,81.0,41,11,16,4,6,15,No-Loss
17.5,340,28.488,9.6074,141.4,3.66,1570.35,953.6537000000001,79.27,166.96,72.0,37,8,12,4,5,9,No-Loss
12.25,1585,2.1420000000000003,31.409056,182.8617,2.64,2337.4,697.4088,70.48,131.31,115.0,55,31,19,4,6,31,No-Loss
17.5,1098,3.318,27.863000000000003,120.99,2.66,1963.3,916.6699000000001,57.61,162.47,80.0,39,12,15,4,7,19,No-Loss
8.5,2241,2.106,7.917800000000001,161.89,3.19,2095.0,549.3886,56.8,115.69,77.0,35,9,12,4,6,13,No-Loss
8.5,2071,14.502,14.328752,140.37,5.29312,2186.6,697.4088,77.54,141.09,77.0,44,13,16,2,4,13,No-Loss
4.125,2929,1.8209408194233685,1.429728,333.14,0.9,1255.7,100.3846,71.09,22.84,76.0,45,15,13,3,4,12,No-Loss
8.5,2374,19.164,14.869800000000001,271.02,4.5288,2478.05,541.5485,86.18,111.35,77.0,37,13,16,3,5,12,No-Loss
17.5,324,23.740000000000002,18.9,131.0,4.04,1300.0,922.0,45.44,158.0,74.0,35,8,12,6,8,12,No-Loss
17.5,289,33.684,22.1276,133.42,2.1,1247.0,927.2367,25.0,158.36,75.0,37,9,14,7,8,9,No-Loss
12.25,1523,3.4859999999999998,18.8914,120.04,2.38,1320.9499999999998,665.7084000000001,88.62,120.73,69.0,42,7,10,3,5,9,No-Loss
8.5,2497,8.61,7.5060720000000005,169.05,2.83,2318.55,657.7833,90.49,144.26,79.0,45,15,17,3,4,15,No-Loss
17.5,854,25.7,21.7,134.0,4.11,1508.0,825.0,66.76,142.0,79.0,40,11,14,6,8,15,No-Loss
12.25,1304,6.84,8.771929824561404,170.0,4.695,2089.0,793.0,64.94,136.0,95.0,47,17,13,3,5,23,No-Loss
6.125,3391,2.748,6.9938,168.67,2.46,2699.9,227.1862,68.8,51.83,79.0,43,16,13,4,6,17,No-Loss
8.5,2144,19.913999999999998,7.939936,125.54,2.83,2784.0,747.6011000000001,84.98,152.12,79.0,44,14,18,3,4,15,No-Loss
6.125,3669,2.4539999999999997,5.741391999999999,249.09,2.079,2579.5499999999997,248.31980000000001,82.38,54.06,76.0,53,20,24,4,6,11,No-Loss
17.5,1605,8.219178082191782,21.4,120.0,4.9,1560.0,655.0,46.04,117.0,75.0,40,12,17,3,4,12,No-Loss
8.5,2115,20.65,7.1,231.0,3.132,1688.0,498.0,41.35,96.0,75.0,41,10,14,3,4,11,No-Loss
8.5,2246,7.7,16.6,196.0,4.386,2685.0,551.0,57.46,106.0,77.0,39,11,12,2,3,13,No-Loss
8.5,2670,11.538461538461538,10.7,231.0,4.5,2069.0,492.0,53.33,94.0,75.0,45,13,25,5,7,12,No-Loss
12.25,1422,7.212000000000001,10.3906,157.17,4.44,2563.6,567.9655,55.99,97.14,113.0,45,30,12,2,3,30,No-Loss
12.25,1450,10.2,16.6,165.0,4.441,2823.0,708.0,51.01,136.0,118.0,44,30,16,4,5,33,No-Loss
8.5,2681,14.184,14.405184,164.48,3.91,2454.85,641.9331000000001,80.39,139.02,79.0,45,16,18,4,5,14,No-Loss
17.5,254,16.416,16.1392,84.6,1.95,465.45,480.78940000000006,71.35,87.23,72.0,30,6,4,1,2,9,No-Loss
8.5,3203,5.09,11.7,232.0,4.852,2787.0,503.0,66.7,97.0,81.0,45,18,21,4,5,17,No-Loss
6.125,3154,2.904,2.9,142.7,0.9,1941.5500000000002,179.6356,45.82,46.12,76.0,44,18,20,5,8,13,No-Loss
17.5,1076,1.6099999999999999,31.3,119.0,2.405,2138.0,896.0,54.37,157.0,79.0,43,16,12,4,7,15,No-Loss
8.5,2171,15.84,10.7,120.0,6.7,1609.0,523.4462000000001,57.76,107.0,77.0,44,16,21,5,6,13,No-Loss
8.5,1924,4.308,10.352039999999999,124.11,2.76,2575.2000000000003,729.1092,89.06,140.17,78.0,44,11,14,3,4,14,No-Loss
17.5,386,33.906000000000006,46.866304,141.51,2.9,761.25,908.7448,77.39,173.19,71.0,36,6,15,3,4,8,No-Loss
6.125,3274,13.35,4.340888,237.98,1.94568,2106.85,237.75300000000001,53.05,45.36,77.0,45,13,15,3,4,13,No-Loss
6.125,3197,5.856000000000001,3.498,172.95,2.91,2611.45,232.4696,81.51,50.47,79.0,42,15,14,4,6,17,No-Loss
17.5,160,14.526,2.8,73.64,2.96,435.0,385.6882,50.57,69.93,70.0,35,6,8,2,3,7,No-Loss
12.25,1452,1.9500000000000002,38.1,184.87,1.91,1927.05,721.1841000000001,77.89,137.07,117.0,54,35,29,5,6,31,No-Loss
17.5,505,17.298000000000002,39.088224,152.54,3.8,1726.95,895.5363000000001,78.27,154.79,72.0,36,7,20,12,10,9,No-Loss
8.5,2630,4.37956204379562,12.9,196.0,0.0,2060.0,491.0,58.61,94.0,75.0,45,12,22,3,5,12,No-Loss
8.5,1773,5.286,13.013672,131.54,3.2,646.7,412.1052,63.89,80.19,76.0,48,15,14,3,4,12,No-Loss
8.5,2446,22.895999999999997,16.529544,228.51,3.79,1922.7,512.4898000000001,57.53,97.1,77.0,41,10,12,3,4,12,No-Loss
17.5,922,4.615384615384615,29.3,76.0,6.1,1823.0,940.0,54.76,161.0,82.0,41,12,15,5,6,17,No-Loss
6.125,2863,2.31,6.5806,171.76,1.47,2685.05,238.2024,56.99,51.33,78.0,42,16,14,4,6,15,No-Loss
17.5,974,4.752000000000001,13.1868,131.61,3.38,1866.15,797.7934,55.27,144.68,76.0,44,12,14,7,9,13,No-Loss
8.5,2590,5.263157894736842,8.5,157.0,0.0,2632.0,547.0,71.62,108.0,78.0,42,14,17,3,4,14,No-Loss
17.5,860,33.366,44.807399999999994,146.22,5.12,1551.5,834.7772000000001,91.69,141.29,75.0,35,6,19,10,19,9,No-Loss
17.5,493,22.04,24.0,137.0,3.026,1322.0,794.0,40.41,139.0,75.0,40,10,12,5,7,12,No-Loss
17.5,1226,10.128,32.834288,170.51930000000002,3.06,2734.7,845.344,59.82,162.11,75.0,42,9,26,18,19,9,No-Loss
17.5,198,2.6905829596412554,12.5,120.0,2.11,1482.0,798.0,58.59,125.0,73.0,33,3,8,4,6,10,No-Loss
8.5,1853,7.199999999999999,5.4,81.0,4.404,2535.0,617.0,59.19,119.0,80.0,43,12,13,3,4,16,No-Loss
6.125,3601,9.22,5.9,171.0,3.319,2800.0,185.0,70.3,36.0,76.0,43,14,15,3,5,12,No-Loss
8.5,3286,11.72,8.8,232.0,4.715,2828.0,496.0,34.64,95.0,81.0,45,18,21,4,5,17,No-Loss
17.5,241,46.15384615384615,14.0,86.0,3.1,1091.0,732.0,49.71,125.0,68.0,29,4,3,2,1,6,No-Loss
8.5,2561,6.0,18.5,130.0,0.04,1995.0,370.00410000000005,47.08,80.0,78.0,46,15,26,6,8,14,No-Loss
17.5,415,15.384615384615385,13.8,97.0,4.7,1061.0,831.0,78.43,142.0,73.0,35,6,12,2,3,10,No-Loss
6.125,2936,3.468,5.225,205.38,2.74,2298.25,213.97770000000003,45.14,50.0,76.0,45,16,17,4,5,13,No-Loss
6.125,3231,4.836,2.5366,93.08,0.0,2225.55,193.8603,42.08,41.59,76.0,44,18,19,5,7,13,No-Loss
6.125,2997,7.2780000000000005,4.010432,224.76,1.26027,1938.6499999999999,250.9615,44.17,48.11,77.0,45,13,14,3,4,13,No-Loss
17.5,1175,5.8,24.1,179.0,5.1,2032.0,869.6813000000001,57.15,154.0,76.0,40,9,18,9,11,13,No-Loss
17.5,763,8.148,17.505399999999998,141.19,3.78,2215.6,911.3865000000001,74.16,165.22,74.0,40,9,12,5,7,12,No-Loss
6.125,3660,3.93,9.0,164.0,3.97,2128.0,215.2415,55.36,47.0,76.0,51,19,20,4,5,10,No-Loss
17.5,1113,2.586206896551724,17.3,110.0,2.5,2601.0,881.0,63.57,151.0,82.0,43,13,13,5,6,18,No-Loss
12.25,2765,4.332,16.0754,223.07999999999998,6.23,2337.4,597.0242,56.25,114.59,81.0,42,12,17,4,6,17,No-Loss
8.5,2689,2.7119999999999997,9.4468,176.44,3.11,2263.05,563.4736,55.61,117.44,77.0,38,11,16,4,6,13,No-Loss
6.125,3039,6.462000000000001,1.6104,198.99,2.96,2230.1,195.4858,45.14,44.79,76.0,44,17,20,5,8,13,No-Loss
6.125,3473,6.593406593406594,4.5,202.0,4.0,2124.0,221.0,36.22,48.0,76.0,44,14,24,4,6,13,No-Loss
6.125,3617,5.357142857142858,6.2,200.0,4.4,2116.0,221.0,46.73,48.0,76.0,45,14,24,4,6,13,No-Loss
17.5,909,6.119999999999999,42.042096,149.04,2.45,1895.15,861.1942,83.2,147.18,74.0,36,7,12,5,4,11,No-Loss
17.5,1349,2.91,38.0,128.0,2.98,2765.0,818.0,70.38,148.0,81.0,45,11,10,4,5,16,No-Loss
17.5,552,24.006,38.1,109.79,6.26,1709.55,961.5788000000001,62.35,165.98,75.0,38,9,14,4,6,13,No-Loss
17.5,525,20.052,40.311136,143.71,2.63,813.45,890.2529000000001,77.32,171.54,75.0,37,8,20,9,10,11,No-Loss
12.25,1309,2.4896265560165975,7.2,87.0,4.0,1545.0,615.0,43.59,100.0,115.0,51,29,19,5,7,31,No-Loss
12.25,2014,2.784,4.3736,212.71,2.37,1895.15,565.3238000000001,49.19,107.51,77.0,39,13,9,3,5,13,No-Loss
17.5,526,11.718,35.185696,150.56,2.63,1729.85,898.178,48.19,157.09,72.0,36,7,20,12,10,9,No-Loss
12.25,1514,1.194,20.1168,108.34,2.24,1233.95,649.8582,94.86,125.73,69.0,42,7,10,3,5,9,No-Loss
12.25,2486,5.298,12.4044,232.06,3.77,2252.75,618.1578,53.55,118.55,79.0,39,11,13,3,5,15,No-Loss
6.125,3388,8.93,2.3,167.0,4.565,2700.0,188.0,48.46,36.0,76.0,44,13,15,3,5,12,No-Loss
12.25,2134,4.41,10.6876,232.67,2.82,1831.3500000000001,599.6659000000001,53.81,117.11,77.0,39,10,13,3,5,13,No-Loss
8.5,2120,7.997999999999999,13.30816,229.3,3.22,1545.7,488.71450000000004,64.58,94.76,75.0,41,10,12,2,3,11,No-Loss
8.5,2025,12.3,10.2,193.0,4.488,2533.0,540.0,75.45,103.0,76.0,38,9,10,2,3,13,No-Loss
8.5,3112,2.1,1.6,168.0,4.79,2010.0,479.8697,47.38,104.0,80.0,50,20,22,5,7,16,No-Loss
17.5,280,44.16,21.8,131.0,4.116,1257.0,951.0,42.89,163.0,74.0,35,8,12,6,8,12,No-Loss
8.5,2276,8.108108108108107,8.9,204.0,3.2,2629.0,580.0,52.39,115.0,76.0,40,13,16,3,4,12,No-Loss
4.125,3442,8.275862068965518,3.412464,288.69,0.49379,1589.2,92.4595,34.72,17.49,77.0,46,15,15,4,5,14,No-Loss
8.5,2595,9.228,12.1,173.32,0.0,1754.5,430.5971,50.96,98.87,76.0,44,12,15,4,6,13,No-Loss
8.5,2229,13.37,2.0,232.0,4.141,1727.0,505.0,54.03,97.0,75.0,41,10,14,3,4,11,No-Loss
8.5,2911,11.405999999999999,15.167256,224.8,3.52,2231.55,486.07280000000003,37.41,92.35,82.0,44,14,13,3,4,17,No-Loss
8.5,2209,9.23076923076923,10.1,210.0,3.2,2606.0,594.0,46.16,117.0,76.0,40,12,15,3,4,12,No-Loss
17.5,639,66.66666666666667,11.0,111.0,3.0,1891.0,883.0,70.74,151.0,73.0,36,6,10,4,5,9,No-Loss
6.125,3275,5.9405940594059405,6.4,212.0,3.9,2061.0,221.0,45.65,48.0,76.0,44,14,24,4,6,13,No-Loss
12.25,1667,3.312,22.935,172.92,2.7898,2444.7,644.5748,58.01,132.26,124.0,44,26,15,5,7,65,No-Loss
17.5,560,14.376000000000003,23.9426,157.08,3.48,1032.4,760.8096,63.64,130.38,70.0,34,6,15,8,17,6,No-Loss
6.125,2968,4.4399999999999995,2.9106,172.94,0.0,1945.9,200.7692,54.99,46.87,76.0,41,14,17,4,6,15,No-Loss
17.5,1306,0.9480000000000001,45.2188,145.47,2.26,2016.95,874.4027000000001,69.27,149.32,80.0,37,12,12,4,5,15,No-Loss
8.5,2027,8.064,9.37416,102.79,2.67,2453.4,705.3339,86.59,142.98,79.0,44,14,18,3,4,15,No-Loss
8.5,1825,19.386,11.673864,83.46,2.91,1222.35,573.2489,80.37,117.02,75.0,41,9,11,2,3,11,No-Loss
17.5,584,20.052,33.603103999999995,228.2679,2.36,1535.55,803.0768,74.5,146.69,75.0,40,7,21,12,15,11,No-Loss
17.5,1021,3.42,29.4734,135.93,3.75,1989.4,808.3602000000001,56.45,147.01,78.0,45,13,12,5,8,16,No-Loss
12.25,3317,7.092,14.962200000000001,225.76999999999998,6.0,2473.7,581.1740000000001,52.44,111.65,82.0,44,16,20,4,6,18,No-Loss
6.125,3412,8.41,2.0,164.0,4.358,2501.0,180.0,47.35,35.0,76.0,44,13,15,3,5,12,No-Loss
8.5,1806,20.0,2.5,153.0,3.5,1007.0,406.0,41.1,77.0,74.0,45,19,20,3,4,9,No-Loss
8.5,2738,3.282,17.705248,191.73,0.0,1764.65,478.14770000000004,44.31,97.75,79.0,47,15,19,4,6,15,No-Loss
6.125,3566,7.317073170731708,4.0,199.0,4.3,2220.0,223.0,38.85,48.0,76.0,44,14,24,4,6,13,No-Loss
12.25,3108,3.8760000000000003,8.3218,226.49,4.92,2449.05,591.7408,51.33,112.66,81.0,42,13,18,4,6,17,No-Loss
8.5,2039,19.482,16.064207999999997,95.86,2.60208,2159.05,702.6922000000001,91.84,144.42,77.0,44,13,16,2,4,13,No-Loss
17.5,735,4.54,35.9,125.0,4.148,1880.0,937.0,92.64,161.0,78.0,40,10,14,7,8,14,No-Loss
17.5,906,3.468208092485549,3.9,99.0,3.5,1453.0,347.0,34.41,159.0,82.0,41,12,15,5,6,17,No-Loss
26.0,80,5.504587155963303,4.4,59.0,2.6,1116.0,804.0,42.96,137.0,67.0,57,7,28,10,12,6,No-Loss
8.5,2927,3.978,12.007464,232.72,3.81,2272.15,504.5647,35.71,96.69,82.0,44,14,13,3,4,17,No-Loss
8.5,2638,9.546,19.263112,168.44,2.27,2462.1,636.6497,73.58,137.07,79.0,45,16,18,4,5,14,No-Loss
17.5,446,26.46,38.186776,150.94,4.33,1709.55,882.3278,77.72,152.26,70.0,36,7,18,6,8,8,No-Loss
8.5,2003,37.397999999999996,17.2876,269.04,4.5362,2405.55,549.4736,58.7,118.66,76.0,36,13,12,3,5,11,No-Loss
6.125,2857,1.941747572815534,1.9,168.0,0.0,2436.0,222.0,22.19,48.0,82.0,53,19,22,4,6,17,No-Loss
6.125,2994,2.196,6.567,179.85,2.85,2320.0,224.5445,58.56,48.75,76.0,41,14,17,4,6,15,No-Loss
8.5,1939,26.16,0.6,226.0,3.431,1803.0,509.0,42.78,98.0,75.0,40,10,11,3,4,11,No-Loss
17.5,186,15.48,7.9,101.0,4.069,263.0,517.0,49.47,89.0,74.0,35,8,12,6,8,12,No-Loss
17.5,595,10.260000000000002,13.393600000000001,130.82,2.38,1506.5500000000002,916.6699000000001,25.0,169.3,75.0,37,9,14,7,8,9,No-Loss
8.5,1701,8.17,8.5,199.0,4.404,2206.0,539.0,54.29,103.0,76.0,38,7,8,2,3,13,No-Loss
6.125,3514,3.966,7.7396,126.0,0.0,2543.0,215.0,58.11,50.59,76.0,44,20,17,4,6,13,No-Loss
17.5,640,6.0,28.2678,88.45,5.48,1584.75,901.2104,59.73,154.83,77.0,39,10,14,6,8,15,No-Loss
17.5,1019,6.41,45.3,150.0,4.457,2097.0,898.0,72.1,154.0,83.0,54,15,20,10,12,19,No-Loss
17.5,513,20.66,37.4,156.0,2.311,2770.0,956.0,70.37,183.0,74.0,38,5,13,8,10,11,No-Loss
8.5,2071,9.03,10.2,121.0,4.05,2838.0,634.0,64.79,122.0,80.0,44,12,13,3,4,16,No-Loss
17.5,505,29.080000000000002,32.8,136.0,3.576,1488.0,827.0,40.55,145.0,75.0,40,10,12,5,7,12,No-Loss
8.5,2225,9.836065573770492,5.9,229.0,3.7,2232.0,500.0,46.54,96.0,74.0,45,12,20,4,6,12,No-Loss
17.5,1225,3.821656050955414,19.6,109.0,2.2,2653.0,833.0,69.57,150.0,82.0,45,15,14,6,7,18,No-Loss
12.25,1521,12.324,18.037951999999997,144.43,5.01,2637.55,689.4837,86.87,125.15,117.0,52,32,18,5,6,30,No-Loss
8.5,1727,22.07,9.4,196.0,3.345,2241.0,535.0,49.35,103.0,76.0,38,7,10,2,3,13,No-Loss
4.125,2964,1.977587343441002,1.874832,296.99,0.0,1277.45,100.3846,33.5,22.21,76.0,45,15,13,3,4,12,No-Loss
8.5,2779,3.97,19.0,138.0,2.787,2866.0,563.0,47.32,108.0,81.0,46,15,16,4,5,17,No-Loss
6.125,3376,2.166,6.2238,169.59,2.23,2660.75,224.5445,67.46,52.05,79.0,43,16,13,4,6,17,No-Loss
17.5,377,20.508,26.241600000000002,117.08,5.49,1422.45,924.595,83.88,159.85,72.0,37,8,12,4,5,9,No-Loss
12.25,1338,42.85714285714286,5.6,49.0,6.0,733.0,670.0,39.4,121.0,72.0,43,12,13,3,4,9,No-Loss
8.5,1602,132.0,7.8,197.0,3.175,2312.0,536.0,56.19,103.0,76.0,38,7,8,2,3,13,No-Loss
17.5,1173,2.508,30.682952000000004,175.29,2.52,2164.85,803.0768,82.47,145.58,78.0,45,12,17,9,8,13,No-Loss
8.5,2229,1.668,16.8784,154.74,2.98,1421.0,486.07280000000003,53.18,91.73,75.0,42,11,13,4,5,12,No-Loss
4.125,3237,1.5953203935123637,3.47316,319.97,1.00232,1452.8999999999999,95.1012,46.14,22.06,77.0,46,15,16,3,4,14,No-Loss
6.125,3681,1.038,4.54096,238.43,3.3880000000000003,2602.75,237.75300000000001,84.89,51.49,76.0,53,20,24,4,6,11,No-Loss
12.25,1316,2.388,9.372,156.29,4.73,2273.6,544.1902,57.81,100.65,110.0,45,30,13,2,3,28,No-Loss
17.5,1319,2.79,38.2,154.0,3.655,2148.0,879.0,75.47,151.0,82.0,42,13,12,6,7,18,No-Loss
6.125,3807,5.682,16.662176000000002,136.78,0.0,2627.4,224.5445,63.87,43.74,77.0,54,18,22,4,5,13,No-Loss
8.5,1680,12.01,3.6,78.0,4.75,2508.0,651.0,30.84,125.0,79.0,43,12,11,3,4,15,No-Loss
17.5,1071,0.534,17.7034,140.42,1.89,1459.18333333333,914.0282000000001,57.62,165.85,80.0,46,13,14,5,9,17,No-Loss
8.5,2201,23.076923076923077,7.2,168.0,4.6,2117.0,595.0,56.94,113.0,76.0,44,16,20,3,4,12,No-Loss
17.5,282,42.85714285714286,20.4,91.0,6.3,1022.0,808.0,59.19,138.0,72.0,35,4,11,2,3,9,No-Loss
17.5,369,25.194,37.40672,204.59390000000002,1.41,891.75,620.7995000000001,62.69,126.62,72.0,36,5,20,12,15,8,No-Loss
8.5,2430,1.8719999999999999,5.757128,129.55,0.0,1989.4,446.44730000000004,84.31,91.77,79.0,48,15,18,3,4,15,No-Loss
17.5,763,3.1,26.2,139.0,3.371,1439.0,827.0,65.89,142.0,78.0,40,10,14,7,8,14,No-Loss
12.25,1356,17.682000000000002,2.0636,86.91,2.81,957.0,771.3764,80.01,146.13,70.0,42,8,11,3,5,8,No-Loss
17.5,1074,3.99,20.504,119.89,3.1,2362.0499999999997,895.5363000000001,62.03,157.98,78.0,39,12,14,5,6,14,No-Loss
6.125,3442,2.424,10.1068,124.04,0.0,2573.75,211.336,55.34,49.1,76.0,43,20,18,4,6,13,No-Loss
17.5,1246,3.79,30.9,153.0,3.944,2118.0,861.0,73.11,148.0,82.0,42,13,12,5,6,18,No-Loss
17.5,596,24.282,45.744552,214.40930000000003,2.36,1551.5,800.4351,66.96,144.9,75.0,40,7,21,12,15,11,No-Loss
12.25,1503,18.419999999999998,10.271799999999999,60.86,3.83,1389.1,718.5424,54.02,122.92,75.0,38,13,9,3,5,12,No-Loss
8.5,1722,0.8999999999999999,16.32,80.0,3.6,1856.0,522.0,86.0,99.0,74.0,38,10,9,3,4,12,No-Loss
17.5,661,12.371134020618557,33.9,141.0,2.897,1544.0,806.0,69.75,141.0,78.0,43,11,13,4,8,13,No-Loss
6.125,3544,5.694,16.970152,181.45,0.0,1983.6,221.9028,43.98,48.55,77.0,44,13,16,3,4,13,No-Loss
8.5,2992,2.37,7.2,166.0,5.06,2228.0,475.1159,46.7,103.0,80.0,52,20,25,5,7,16,No-Loss
17.5,177,29.009999999999998,11.1,68.0,2.069,1545.0,691.0,43.0,131.0,74.0,38,5,13,8,10,11,No-Loss
12.25,2079,4.572,10.6326,223.62,2.54,1609.5,549.4736,52.25,105.65,77.0,39,11,13,3,5,13,No-Loss
12.25,1804,5.43,2.9898,239.04,3.44,2238.7999999999997,641.9331000000001,50.99,122.48,75.0,38,13,9,3,5,13,No-Loss
6.125,3147,2.7960000000000003,17.4738,145.48,0.0,2222.85,198.1275,44.47,44.63,76.0,44,18,20,5,8,13,No-Loss
6.125,3089,6.942,7.3942,179.0,2.84,2763.7,235.11130000000003,56.24,51.13,78.0,42,15,14,4,5,16,No-Loss
8.5,2139,30.048000000000002,3.320296,229.44,2.77112,1460.15,491.35620000000006,49.03,92.32,76.0,48,15,16,3,4,12,No-Loss
8.5,1740,6.99,9.321399999999999,93.42,4.55,1606.6,512.4898000000001,63.03,125.8,75.0,40,10,12,3,5,14,No-Loss
17.5,783,13.37,41.2,141.0,3.598,2232.0,889.0,58.5,156.0,78.0,42,16,12,4,7,15,No-Loss
8.5,2643,1.43,21.9,168.0,0.02,2216.0,478.8133,53.67,104.0,78.0,48,13,27,6,8,14,No-Loss
8.5,2351,20.201999999999998,12.456168,229.12,2.49106,1631.25,491.35620000000006,36.95,94.24,76.0,48,15,16,3,4,12,No-Loss
12.25,2121,3.571428571428571,14.9,178.0,6.3,1513.0,758.0,65.01,144.0,73.0,46,14,21,3,5,10,No-Loss
8.5,2093,25.182,16.210328,226.15,4.68,1650.1000000000001,483.4311000000001,45.7,94.24,75.0,41,10,12,2,3,11,No-Loss
12.25,1333,16.216216216216214,21.1,81.0,5.0,1620.0,703.0,58.88,134.0,70.0,44,13,14,3,5,8,No-Loss
12.25,1429,7.237635705669482,17.9,160.0,3.31,2758.0,712.0,36.05,137.0,118.0,44,30,16,4,5,33,No-Loss
8.5,2971,5.09,9.3,167.0,5.39,2316.0,475.64410000000004,45.63,103.0,80.0,52,20,25,5,7,16,No-Loss
8.5,2857,9.09,13.1,150.0,3.577,2844.0,557.0,40.81,107.0,81.0,46,15,16,4,5,17,No-Loss
8.5,2608,18.246,16.403200000000002,267.05,3.9589999999999996,2625.95,530.9816999999999,50.03,109.33,78.0,36,13,14,3,5,13,No-Loss
12.25,1397,3.3149171270718227,17.3,87.0,4.5,1513.0,705.0,70.04,135.0,70.0,44,13,14,3,5,8,No-Loss
12.25,1719,1.572,37.280832000000004,179.0,2.68,2775.3,707.9756000000001,76.27,135.76,120.0,60,34,20,5,7,33,No-Loss
17.5,677,8.379888268156424,34.1,139.0,2.941,2643.0,856.0,48.09,150.0,78.0,43,11,13,4,8,13,No-Loss
17.5,1015,14.028,34.695632,153.91,2.29,1740.0,803.0768,63.29,105.35,75.0,38,7,13,9,8,11,No-Loss
8.5,2380,22.356,12.642752,216.4,3.79,1645.75,472.8643,43.7,92.32,77.0,41,10,12,3,4,12,No-Loss
4.125,3077,2.0,3.205648,304.0,1.0,1674.75,95.1012,34.85,21.25,77.0,46,15,15,3,4,14,No-Loss
17.5,287,18.798000000000002,23.771,153.64,3.13,1244.1,858.5525,69.54,146.49,68.0,38,6,5,2,3,5,No-Loss
12.25,1424,1.602,39.166903999999995,174.3,2.56,1925.6,726.4675000000001,93.03,123.44,116.0,53,35,30,6,7,31,No-Loss
8.5,1935,11.764705882352942,2.9,137.0,3.0,2124.0,611.0,48.9,116.0,76.0,44,21,18,3,4,13,No-Loss
12.25,1632,6.024,25.332712,163.57,3.61,2230.1,678.9169,75.87,132.48,121.0,53,35,22,4,5,35,No-Loss
